,cm_dummy,gamedummy,area_kanto,area_keihan,area_tokai,area_keihanshin,age,sex,marry_dummy,job_dummy1,job_dummy2,job_dummy3,job_dummy4,job_dummy5,job_dummy6,job_dummy7,job_dummy8,inc,pmoney,fam_str_dummy1,fam_str_dummy2,fam_str_dummy3,fam_str_dummy4,fam_str_dummy5,child_dummy,T,F1,F2,F3,M1,M2,M3,TVwatch_day,gamesecond,gamecount
3091,0,0,0,0,1,0,34.5,1,0,1,0,0,0,0,0,0,0,249.5,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,4905.9520302,0,0
3092,0,0,0,0,1,0,34.5,0,0,0,0,0,0,1,0,0,0,103.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,4909.234173899999,0,0
3093,0,0,0,0,1,0,54.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,1,0,0,1,0,0,0,0,0,0,1,4927.3987028,0,0
3094,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,4944.6504454999995,0,0
3095,0,0,0,0,1,0,34.5,1,1,1,0,0,0,0,0,0,0,349.5,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,4969.5852811,0,0
3096,0,0,0,0,0,1,24.5,0,0,1,0,0,0,0,0,0,0,249.5,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,4982.7567521,0,0
3097,0,0,0,0,0,1,44.5,0,1,0,0,0,0,1,0,0,0,103.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,4998.0719821,0,0
3098,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,800.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,5020.2665399,0,0
3099,0,0,0,1,0,0,34.5,1,0,0,0,0,0,1,0,0,0,151.5,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,5027.5167858,0,0
3100,0,0,0,0,0,1,34.5,1,1,1,0,0,0,0,0,0,0,349.5,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,5058.1433895,0,0
3101,0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,800.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,5084.1785779,0,0
3102,0,0,0,1,0,0,44.5,0,1,1,0,0,0,0,0,0,0,249.5,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,5101.6035897,0,0
3103,0,0,0,1,0,0,24.5,1,0,1,0,0,0,0,0,0,0,103.0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,5129.188645499999,0,0
3104,0,0,0,1,0,0,24.5,1,0,1,0,0,0,0,0,0,0,249.5,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,5198.6586523999995,0,0
3105,0,0,0,0,1,0,24.5,1,0,1,0,0,0,0,0,0,0,349.5,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,5222.0554493,0,0
3106,0,0,1,0,0,0,44.5,1,0,0,1,0,0,0,0,0,0,103.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,5310.1148773,0,0
3107,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,649.5,4.0,0,0,1,0,0,1,0,0,0,0,0,0,1,5322.2065351,0,0
3108,0,0,0,0,1,0,34.5,1,0,0,0,1,0,0,0,0,0,249.5,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,5338.4270937,0,0
3109,0,0,0,0,0,1,24.5,0,1,1,0,0,0,0,0,0,0,249.5,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,5352.3041025,0,0
3110,0,0,0,0,0,1,54.5,0,1,0,0,0,0,1,0,0,0,103.0,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,5377.9597773000005,0,0
3111,0,0,0,1,0,0,60.0,1,1,0,0,0,1,0,0,0,0,549.5,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,5383.4592885,0,0
3112,0,0,1,0,0,0,34.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,5406.1426726,0,0
3113,0,0,0,0,0,1,44.5,1,1,0,1,0,0,0,0,0,0,649.5,20.0,0,0,1,0,0,1,0,0,0,0,0,1,0,5429.996506,0,0
3114,0,0,0,1,0,0,24.5,1,0,1,0,0,0,0,0,0,0,449.5,9.0,1,0,0,0,0,0,0,0,0,0,1,0,0,5475.2807993,0,0
3115,0,0,0,0,1,0,34.5,0,0,1,0,0,0,0,0,0,0,249.5,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,5488.218707600001,0,0
3116,0,0,0,0,1,0,34.5,1,0,0,1,0,0,0,0,0,0,249.5,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,5493.339956600001,0,0
3117,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,0.0,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,5528.319229899999,0,0
3118,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,649.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,5559.424867399999,0,0
3119,0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,649.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,5565.9319821,0,0
3120,0,0,0,0,0,1,54.5,1,1,0,0,1,0,0,0,0,0,151.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,5567.589004300001,0,0
3121,0,0,0,0,0,1,44.5,1,0,1,0,0,0,0,0,0,0,349.5,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,5582.6456313,0,0
3122,0,0,0,0,1,0,44.5,1,1,1,0,0,0,0,0,0,0,449.5,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,5626.306995399999,0,0
3123,0,0,0,1,0,0,34.5,0,1,0,0,0,0,1,0,0,0,249.5,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,5690.1049466,0,0
3124,0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,800.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,5688.9727044,0,0
3125,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,649.5,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,5715.2102818,0,0
3126,0,0,0,1,0,0,60.0,0,1,0,0,0,0,0,1,0,0,0.0,6.5,0,1,0,0,0,0,0,0,0,1,0,0,0,5750.5982946,0,0
3127,0,0,0,0,0,1,54.5,1,0,0,0,0,0,0,0,0,1,0.0,6.5,0,0,1,0,0,0,0,0,0,0,0,0,1,5816.6228977,0,0
3128,0,0,0,1,0,0,24.5,0,0,1,0,0,0,0,0,0,0,249.5,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,5866.014664,0,0
3129,0,0,0,0,1,0,24.5,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,5899.428986,0,0
3130,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,800.0,9.0,0,1,0,0,0,0,0,0,0,0,0,1,0,5971.883244600001,0,0
3131,0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,800.0,12.5,0,0,1,0,0,1,0,0,0,0,1,0,0,5990.945973100001,0,0
3132,0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,449.5,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,6021.6869558,0,0
3133,0,0,0,0,0,1,60.0,1,0,0,1,0,0,0,0,0,0,449.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,1,6086.7322166,0,0
3134,0,0,0,0,1,0,54.5,1,1,1,0,0,0,0,0,0,0,249.5,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,6099.352053399999,0,0
3135,0,0,0,0,1,0,44.5,1,1,1,0,0,0,0,0,0,0,749.5,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,6122.279557399999,0,0
3136,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,749.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,6136.5349136,0,0
3137,0,0,0,1,0,0,34.5,0,0,0,0,0,0,1,0,0,0,103.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,6135.696436300001,0,0
3138,0,0,0,1,0,0,54.5,1,0,0,1,0,0,0,0,0,0,249.5,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,6186.9614323,0,0
3139,0,0,0,0,1,0,54.5,1,1,1,0,0,0,0,0,0,0,649.5,1.0,0,0,0,1,0,1,0,0,0,0,0,0,1,6191.9471793,0,0
3140,0,0,0,0,0,1,44.5,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,6194.3622822,0,0
3141,0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,449.5,2.0,0,0,1,0,0,1,0,0,0,0,0,0,1,6206.3658509,0,0
3142,0,0,0,0,0,1,44.5,0,0,0,0,0,0,1,0,0,0,249.5,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,6244.4747651,0,0
3143,0,0,0,1,0,0,34.5,0,0,1,0,0,0,0,0,0,0,349.5,6.5,1,0,0,0,0,0,0,1,0,0,0,0,0,6272.9532294,0,0
3144,0,0,1,0,0,0,34.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,6315.457390899999,0,0
3145,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,800.0,6.5,0,0,1,0,0,0,0,0,0,0,0,0,1,6361.5459672,0,0
3146,0,0,0,1,0,0,34.5,1,0,0,0,1,0,0,0,0,0,249.5,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,6385.8183063,0,0
3147,0,0,0,0,1,0,34.5,0,0,1,0,0,0,0,0,0,0,249.5,4.0,0,0,1,0,0,1,0,0,1,0,0,0,0,6423.228464600001,0,0
3148,0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,649.5,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,6433.9718899,0,0
3149,0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,549.5,6.5,1,0,0,0,0,0,0,0,0,0,0,1,0,6473.8766393999995,0,0
3150,0,0,0,0,1,0,44.5,0,1,0,0,0,0,1,0,0,0,103.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,6479.345531600001,0,0
3151,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,449.5,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,6534.3668181,0,0
3152,0,0,0,1,0,0,34.5,0,0,1,0,0,0,0,0,0,0,249.5,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,6547.0569350000005,0,0
3153,0,0,1,0,0,0,34.5,1,1,1,0,0,0,0,0,0,0,549.5,6.5,0,0,0,1,0,1,0,0,0,0,1,0,0,6578.2370077,0,0
3154,0,0,0,1,0,0,44.5,0,1,0,1,0,0,0,0,0,0,151.5,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,6588.116114500001,0,0
3155,0,0,0,1,0,0,44.5,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,6597.2918908,0,0
3156,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,649.5,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,6621.528532,0,0
3157,0,0,0,0,0,1,34.5,0,1,1,0,0,0,0,0,0,0,349.5,2.0,0,0,1,0,0,1,0,1,0,0,0,0,0,6654.2026104999995,0,0
3158,0,0,0,1,0,0,24.5,1,0,1,0,0,0,0,0,0,0,349.5,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,6655.5610811999995,0,0
3159,0,0,0,1,0,0,60.0,1,0,0,0,0,0,1,0,0,0,649.5,12.5,1,0,0,0,0,0,0,0,0,0,0,0,1,6674.7959114,0,0
3160,0,0,0,1,0,0,44.5,1,0,0,1,0,0,0,0,0,0,249.5,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,6743.9473456,0,0
3161,0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,749.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,6754.2712169,0,0
3162,0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,349.5,6.5,0,0,1,0,0,1,0,0,0,0,0,1,0,6804.0000716,0,0
3163,0,0,0,0,0,1,34.5,1,0,1,0,0,0,0,0,0,0,249.5,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,6803.5279845,0,0
3164,0,0,0,1,0,0,54.5,0,1,0,0,0,0,1,0,0,0,151.5,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,6860.967419499999,0,0
3165,0,0,0,1,0,0,44.5,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,6866.2439509000005,0,0
3166,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,749.5,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,6870.7913605,0,0
3167,0,0,0,0,0,1,34.5,0,1,1,0,0,0,0,0,0,0,449.5,4.0,0,0,1,0,0,1,0,1,0,0,0,0,0,6885.000818100001,0,0
3168,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,649.5,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,6901.207345399999,0,0
3169,0,0,0,1,0,0,44.5,0,1,0,0,0,0,1,0,0,0,103.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,6929.078132500001,0,0
3170,0,0,0,1,0,0,24.5,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,6968.7219691,0,0
3171,0,0,0,1,0,0,44.5,1,0,0,1,0,0,0,0,0,0,151.5,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,7009.485395000001,0,0
3172,0,0,0,1,0,0,44.5,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,7026.1748111,0,0
3173,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,649.5,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,7033.868453,0,0
3174,0,0,0,0,1,0,54.5,0,1,1,0,0,0,0,0,0,0,349.5,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,7043.8914624,0,0
3175,0,0,0,1,0,0,34.5,0,0,0,0,1,0,0,0,0,0,249.5,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,7061.6519923000005,0,0
3176,0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,800.0,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,7072.435579699999,0,0
3177,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,349.5,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,7080.9937375,0,0
3178,0,0,0,0,1,0,60.0,1,1,0,0,0,0,0,0,0,1,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,7088.053929600001,0,0
3179,0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,549.5,6.5,0,1,0,0,0,0,0,0,0,0,1,0,0,7091.078164300001,0,0
3180,0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,649.5,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,7121.416217899999,0,0
3181,0,0,0,0,1,0,44.5,1,1,1,0,0,0,0,0,0,0,649.5,6.5,0,0,1,0,0,1,0,0,0,0,0,1,0,7161.031967199999,0,0
3182,0,0,0,1,0,0,44.5,1,0,0,0,1,0,0,0,0,0,249.5,6.5,0,0,1,0,0,0,0,0,0,0,0,1,0,7159.884444399999,0,0
3183,0,0,0,0,0,1,44.5,1,0,1,0,0,0,0,0,0,0,349.5,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,7174.1525998,0,0
3184,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,0.0,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,7186.302465000001,0,0
3185,0,0,0,0,0,1,24.5,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,7238.953274099999,0,0
3186,0,0,0,0,1,0,44.5,0,1,1,0,0,0,0,0,0,0,800.0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,7257.354471500001,0,0
3187,0,0,0,0,1,0,44.5,0,1,0,0,0,0,1,0,0,0,103.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,7318.033112,0,0
3188,0,0,0,0,1,0,24.5,1,0,0,1,0,0,0,0,0,0,103.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,7342.878342199999,0,0
3189,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,649.5,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,7357.8168483,0,0
3190,0,0,0,0,1,0,34.5,1,1,1,0,0,0,0,0,0,0,349.5,9.0,0,1,0,0,0,0,0,0,0,0,1,0,0,7368.8920641,0,0
3191,0,0,0,0,1,0,34.5,0,0,1,0,0,0,0,0,0,0,249.5,2.0,0,0,0,1,0,1,0,0,1,0,0,0,0,7444.8660801,0,0
3192,0,0,0,0,0,1,34.5,0,1,0,0,0,0,1,0,0,0,103.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,7457.599157500001,0,0
3193,0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,449.5,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,7461.5030106,0,0
3194,0,0,1,0,0,0,34.5,1,0,1,0,0,0,0,0,0,0,549.5,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,7496.4586759,0,0
3195,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,249.5,3.3,0,0,1,0,0,1,0,0,0,0,0,1,0,7507.9332225,0,0
3196,0,0,0,0,0,1,24.5,0,0,1,0,0,0,0,0,0,0,449.5,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,7516.093018800001,0,0
3197,0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,649.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,7678.5308142,0,0
3198,0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,800.0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,1,7689.0511109,0,0
3199,0,0,0,0,1,0,44.5,1,0,1,0,0,0,0,0,0,0,349.5,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,7739.7559051,0,0
3200,0,0,0,0,0,1,34.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,7765.7491463,0,0
3201,0,0,0,1,0,0,34.5,0,0,1,0,0,0,0,0,0,0,349.5,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,7916.172292199999,0,0
3202,0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,800.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,1,7945.8913731,0,0
3203,0,0,0,0,0,1,60.0,1,1,0,0,0,0,0,0,0,1,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,7957.3143802,0,0
3204,0,0,0,0,0,1,44.5,1,0,1,0,0,0,0,0,0,0,649.5,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,7958.843343699999,0,0
3205,0,0,0,0,0,1,44.5,0,1,0,0,0,0,0,1,0,0,0.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,7972.0131088,0,0
3206,0,0,0,0,0,1,60.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0,1,0,1,0,0,0,1,0,0,0,7982.3977522,0,0
3207,0,0,1,0,0,0,44.5,1,1,1,0,0,0,0,0,0,0,800.0,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,8038.959704100001,0,0
3208,0,0,0,0,0,1,34.5,1,1,1,0,0,0,0,0,0,0,800.0,9.0,0,0,0,1,0,1,0,0,0,0,0,1,0,8090.7763079,0,0
3209,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,749.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,8095.4374127,0,0
3210,0,0,0,0,0,1,24.5,1,0,0,0,0,0,0,0,1,0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,8096.4287932,0,0
3211,0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,549.5,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,8109.5357045,0,0
3212,0,0,0,1,0,0,60.0,1,1,0,0,0,0,0,0,0,1,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,8134.6665447,0,0
3213,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,8178.0716881,0,0
3214,0,0,1,0,0,0,54.5,0,1,1,0,0,0,0,0,0,0,151.5,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,8245.1219527,0,0
3215,0,0,0,0,0,1,19.0,1,0,0,0,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,1,0,0,0,0,0,0,8301.715002699999,0,0
3216,0,0,0,1,0,0,24.5,1,0,0,0,0,0,0,0,1,0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,8345.2739631,0,0
3217,0,0,0,0,0,1,34.5,1,0,1,0,0,0,0,0,0,0,449.5,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,8347.421307800001,0,0
3218,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,749.5,6.5,0,0,0,1,0,1,0,0,0,0,0,0,1,8386.2790275,0,0
3219,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,800.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,8408.0227753,0,0
3220,0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,800.0,6.5,1,0,0,0,0,0,0,0,0,0,0,1,0,8437.9693234,0,0
3221,0,0,0,0,0,1,24.5,0,0,1,0,0,0,0,0,0,0,349.5,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,8480.1814469,0,0
3222,0,0,0,1,0,0,44.5,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,8594.0121908,0,0
3223,0,0,0,0,1,0,34.5,0,1,1,0,0,0,0,0,0,0,151.5,2.0,0,0,0,1,0,1,0,1,0,0,0,0,0,8644.840521200002,0,0
3224,0,0,0,1,0,0,34.5,0,1,0,1,0,0,0,0,0,0,449.5,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,8690.6191618,0,0
3225,0,0,0,1,0,0,19.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,8772.446038799999,0,0
3226,0,0,0,1,0,0,44.5,0,1,1,0,0,0,0,0,0,0,749.5,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,8842.2114339,0,0
3227,0,0,0,1,0,0,34.5,0,0,1,0,0,0,0,0,0,0,249.5,6.5,0,0,1,0,0,0,0,1,0,0,0,0,0,8849.675684200001,0,0
3228,0,0,0,0,0,1,54.5,0,1,1,0,0,0,0,0,0,0,800.0,6.5,0,0,1,0,0,0,0,0,0,1,0,0,0,8854.861859,0,0
3229,0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,249.5,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,8857.1472197,0,0
3230,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,749.5,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,8881.159661200001,0,0
3231,0,0,0,0,1,0,24.5,0,0,0,0,0,0,0,0,1,0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,8917.8527898,0,0
3232,0,0,0,0,0,1,60.0,1,1,1,0,0,0,0,0,0,0,449.5,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,8927.8208347,0,0
3233,0,0,0,0,0,1,60.0,1,1,1,0,0,0,0,0,0,0,800.0,4.0,0,0,0,1,0,1,0,0,0,0,0,0,1,8964.599566399998,0,0
3234,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,749.5,12.5,0,0,1,0,0,1,0,0,0,0,0,1,0,8985.963454100001,0,0
3235,0,0,0,0,0,1,44.5,1,1,0,1,0,0,0,0,0,0,151.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,9060.8056135,0,0
3236,0,0,0,0,0,1,34.5,1,0,1,0,0,0,0,0,0,0,249.5,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,9062.4650379,0,0
3237,0,0,0,0,0,1,60.0,0,1,0,0,0,0,1,0,0,0,103.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,9086.2808566,0,0
3238,0,0,0,1,0,0,24.5,1,0,1,0,0,0,0,0,0,0,249.5,6.5,0,0,1,0,0,0,0,0,0,0,1,0,0,9157.226571100002,0,0
3239,0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,9186.8187452,0,0
3240,0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,449.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,9200.9281784,0,0
3241,0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,449.5,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,9220.4612634,0,0
3242,0,0,1,0,0,0,24.5,0,0,0,0,0,0,1,0,0,0,103.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,9224.9459938,0,0
3243,0,0,0,1,0,0,34.5,0,0,1,0,0,0,0,0,0,0,549.5,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,9236.993714799999,0,0
3244,0,0,1,0,0,0,44.5,1,0,1,0,0,0,0,0,0,0,349.5,9.0,1,0,0,0,0,0,0,0,0,0,0,1,0,9264.072611900001,0,0
3245,0,0,0,1,0,0,34.5,0,1,0,0,0,0,0,1,0,0,0.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,9278.391376799998,0,0
3246,0,0,1,0,0,0,54.5,1,0,1,0,0,0,0,0,0,0,800.0,6.5,0,0,1,0,0,0,0,0,0,0,0,0,1,9279.057360100001,0,0
3247,0,0,0,0,0,1,34.5,0,0,1,0,0,0,0,0,0,0,249.5,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,9315.8755036,0,0
3248,0,0,0,1,0,0,60.0,1,1,0,0,0,0,0,0,0,1,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,9434.953944600002,0,0
3249,0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,649.5,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,9455.945742200001,0,0
3250,0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,749.5,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,9482.352480700001,0,0
3251,0,0,0,1,0,0,24.5,1,0,1,0,0,0,0,0,0,0,449.5,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,9564.1334206,0,0
3252,0,0,0,1,0,0,54.5,1,1,0,0,0,0,1,0,0,0,349.5,4.0,0,0,1,0,0,1,0,0,0,0,0,0,1,9572.024950399998,0,0
3253,0,0,0,0,0,1,54.5,0,1,0,0,0,0,1,0,0,0,103.0,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,9571.6721949,0,0
