,treat,age,edu,black,hispanic,married,nodegree,re74,re75,re78
819,0.0,27.0,12.0,0.0,0.0,1.0,0.0,11363.747,12532.258,4137.6344
820,0.0,37.0,12.0,0.0,0.0,1.0,0.0,11430.363000000001,11372.128999999999,8866.3594
821,0.0,44.0,12.0,0.0,0.0,1.0,0.0,11559.673999999999,7340.3226,27781.26
822,0.0,38.0,16.0,0.0,0.0,1.0,0.0,11559.673999999999,7877.4194,17732.718999999997
823,0.0,34.0,12.0,0.0,0.0,1.0,0.0,11755.601,0.0,11821.813
824,0.0,49.0,12.0,0.0,0.0,0.0,0.0,11755.601,0.0,0.0
825,0.0,23.0,12.0,0.0,0.0,1.0,0.0,11755.601,0.0,17732.718999999997
826,0.0,28.0,14.0,1.0,0.0,1.0,0.0,11755.601,0.0,25874.992000000002
827,0.0,43.0,12.0,0.0,0.0,1.0,0.0,11755.601,0.0,295.54531000000003
828,0.0,28.0,16.0,0.0,0.0,0.0,0.0,11755.601,6445.1613,0.0
829,0.0,29.0,12.0,1.0,0.0,1.0,0.0,11755.601,9846.7742,20688.172
830,0.0,53.0,12.0,0.0,0.0,1.0,0.0,11755.601,9893.3226,5172.043
831,0.0,21.0,12.0,0.0,0.0,1.0,0.0,11755.601,10204.839,12560.676000000001
832,0.0,24.0,13.0,1.0,0.0,1.0,0.0,11755.601,10741.935,31097.278
833,0.0,21.0,12.0,0.0,0.0,1.0,0.0,11755.601,10741.935,6649.7696
834,0.0,24.0,12.0,0.0,0.0,1.0,0.0,11755.601,11074.935,13742.857
835,0.0,21.0,12.0,0.0,0.0,0.0,0.0,11755.601,11637.097,10048.541
836,0.0,23.0,14.0,0.0,0.0,1.0,0.0,11755.601,11637.097,25121.352000000003
837,0.0,28.0,12.0,0.0,0.0,1.0,0.0,11755.601,12532.258,0.0
838,0.0,28.0,12.0,0.0,0.0,1.0,0.0,11755.601,12532.258,0.0
839,0.0,25.0,17.0,0.0,0.0,1.0,0.0,11755.601,12621.774,28963.441000000003
840,0.0,23.0,13.0,0.0,0.0,1.0,0.0,11755.601,13427.419,16254.992
841,0.0,30.0,12.0,0.0,0.0,1.0,0.0,11755.601,13635.097,26599.077999999998
842,0.0,23.0,12.0,0.0,0.0,1.0,0.0,11755.601,13785.483999999999,14186.175
843,0.0,26.0,12.0,0.0,0.0,1.0,0.0,11755.601,14322.581,20688.172
844,0.0,21.0,12.0,1.0,0.0,1.0,0.0,11755.601,14322.581,16254.992
845,0.0,26.0,12.0,0.0,0.0,1.0,0.0,11755.601,14322.581,17732.718999999997
846,0.0,25.0,12.0,1.0,0.0,1.0,0.0,11755.601,14322.581,21427.035
847,0.0,22.0,12.0,0.0,0.0,1.0,0.0,11755.601,14465.806,18102.151
848,0.0,28.0,16.0,0.0,0.0,1.0,0.0,11755.601,15217.742,20688.172
849,0.0,22.0,13.0,1.0,0.0,1.0,0.0,11755.601,15217.742,0.0
850,0.0,24.0,16.0,0.0,0.0,1.0,0.0,11755.601,16112.903,31032.257999999998
851,0.0,27.0,15.0,1.0,0.0,0.0,0.0,11755.601,16744.887,18442.028000000002
852,0.0,19.0,12.0,0.0,0.0,0.0,0.0,11755.601,19335.484,16254.992
853,0.0,38.0,14.0,0.0,0.0,1.0,0.0,11755.601,19693.548,0.0
854,0.0,38.0,14.0,0.0,0.0,0.0,0.0,11755.601,21483.871,7388.6329
855,0.0,45.0,12.0,0.0,0.0,1.0,0.0,11771.275,11270.081,16822.439
856,0.0,26.0,12.0,1.0,0.0,1.0,0.0,11775.193000000001,14150.71,16342.178
857,0.0,31.0,16.0,0.0,0.0,1.0,0.0,11784.99,9846.7742,5390.7465
858,0.0,25.0,13.0,1.0,0.0,1.0,0.0,11931.935,13824.871000000001,12656.728000000001
859,0.0,25.0,14.0,0.0,0.0,1.0,0.0,11973.079,14322.581,14777.266000000001
860,0.0,22.0,12.0,0.0,0.0,1.0,0.0,12051.45,16025.177,13151.767
861,0.0,36.0,12.0,0.0,0.0,1.0,0.0,12147.454,13964.516000000001,13299.538999999999
862,0.0,27.0,12.0,0.0,0.0,1.0,0.0,12147.454,14322.581,20142.891
863,0.0,33.0,12.0,0.0,0.0,1.0,0.0,12147.454,16112.903,24382.487999999998
864,0.0,27.0,12.0,0.0,0.0,1.0,0.0,12147.454,23274.194,26599.077999999998
865,0.0,30.0,12.0,1.0,0.0,1.0,0.0,12225.825,10741.935,18962.186999999998
866,0.0,46.0,12.0,0.0,0.0,1.0,0.0,12343.381000000001,11637.097,11230.722
867,0.0,23.0,14.0,0.0,0.0,1.0,0.0,12343.381000000001,12532.258,14186.175
868,0.0,25.0,16.0,0.0,0.0,1.0,0.0,12343.381000000001,13606.452,21427.035
869,0.0,27.0,14.0,0.0,0.0,1.0,0.0,12419.792,16829.032,25178.982999999997
870,0.0,49.0,16.0,0.0,0.0,1.0,0.0,12504.041000000001,12353.226,12560.676000000001
871,0.0,22.0,12.0,0.0,0.0,1.0,0.0,12539.308,12532.258,14369.413
872,0.0,28.0,16.0,0.0,0.0,1.0,0.0,12572.615,21483.871,23495.853
873,0.0,24.0,12.0,1.0,0.0,1.0,0.0,12658.823,19693.548,19210.445
874,0.0,37.0,17.0,1.0,0.0,1.0,0.0,12735.233999999999,1306.9355,4236.6421
875,0.0,22.0,13.0,0.0,0.0,0.0,0.0,12735.233999999999,12532.258,17732.718999999997
876,0.0,23.0,17.0,0.0,0.0,0.0,0.0,12735.233999999999,14322.581,28076.805
877,0.0,23.0,12.0,1.0,0.0,0.0,0.0,12735.233999999999,14322.581,20688.172
878,0.0,26.0,12.0,0.0,0.0,1.0,0.0,12735.233999999999,14322.581,14925.038
879,0.0,22.0,12.0,0.0,0.0,0.0,0.0,12735.233999999999,16112.903,21131.49
880,0.0,31.0,14.0,0.0,0.0,1.0,0.0,12735.233999999999,17724.194,29850.077
881,0.0,31.0,14.0,0.0,0.0,1.0,0.0,12735.233999999999,17724.194,29850.077
882,0.0,54.0,12.0,0.0,0.0,1.0,0.0,12735.233999999999,17894.273999999998,19343.441000000003
883,0.0,25.0,16.0,1.0,0.0,1.0,0.0,12735.233999999999,18261.29,10521.413
884,0.0,28.0,12.0,1.0,0.0,1.0,0.0,12735.233999999999,19693.548,17732.718999999997
885,0.0,19.0,13.0,0.0,0.0,1.0,0.0,12735.233999999999,19693.548,28815.667999999998
886,0.0,26.0,17.0,0.0,0.0,1.0,0.0,12735.233999999999,25064.516,26599.077999999998
887,0.0,28.0,12.0,0.0,0.0,1.0,0.0,12813.605,7161.2903,16254.992
888,0.0,20.0,12.0,0.0,0.0,1.0,0.0,12931.161,2363.2258,14777.266000000001
889,0.0,26.0,12.0,0.0,0.0,1.0,0.0,12931.161,11100.0,22165.898999999998
890,0.0,25.0,17.0,0.0,0.0,1.0,0.0,12935.079,22379.032000000003,36943.164
891,0.0,24.0,12.0,0.0,0.0,1.0,0.0,13029.124,13964.516000000001,41571.404
892,0.0,22.0,12.0,0.0,0.0,1.0,0.0,13127.088,8951.6129,13595.083999999999
893,0.0,27.0,17.0,0.0,0.0,1.0,0.0,13127.088,10741.935,29554.531000000003
894,0.0,26.0,12.0,0.0,0.0,1.0,0.0,13127.088,12174.194,12687.76
895,0.0,27.0,12.0,1.0,0.0,1.0,0.0,13127.088,12353.226,11526.267
896,0.0,19.0,12.0,0.0,0.0,1.0,0.0,13127.088,12532.258,24382.487999999998
897,0.0,29.0,17.0,0.0,0.0,1.0,0.0,13127.088,19693.548,0.0
898,0.0,20.0,12.0,0.0,0.0,1.0,0.0,13244.643999999998,8772.5806,17289.401
899,0.0,25.0,12.0,0.0,0.0,1.0,0.0,13291.666000000001,14202.628999999999,14777.266000000001
900,0.0,29.0,16.0,0.0,0.0,1.0,0.0,13323.014,5370.9677,17732.718999999997
901,0.0,23.0,14.0,0.0,0.0,0.0,0.0,13323.014,12174.194,14777.266000000001
902,0.0,28.0,12.0,0.0,0.0,1.0,0.0,13323.014,12532.258,10935.177
903,0.0,30.0,14.0,0.0,0.0,1.0,0.0,13323.014,14322.581,14777.266000000001
904,0.0,26.0,16.0,1.0,0.0,1.0,0.0,13323.014,19693.548,19934.531000000003
905,0.0,24.0,12.0,0.0,1.0,1.0,0.0,13493.47,16470.968,21035.438
906,0.0,22.0,12.0,1.0,0.0,1.0,0.0,13518.941,13427.419,12560.676000000001
907,0.0,27.0,12.0,0.0,0.0,1.0,0.0,13597.312,15833.613000000001,13246.341
908,0.0,22.0,12.0,1.0,0.0,1.0,0.0,13665.886,17903.226000000002,13299.538999999999
909,0.0,42.0,13.0,0.0,0.0,1.0,0.0,13701.153,0.0,33987.711
910,0.0,22.0,12.0,1.0,0.0,1.0,0.0,13714.868,0.0,664.97696
911,0.0,47.0,12.0,0.0,0.0,1.0,0.0,13714.868,0.0,12560.676000000001
912,0.0,26.0,12.0,0.0,0.0,1.0,0.0,13714.868,716.12903,22904.762000000002
913,0.0,21.0,12.0,0.0,0.0,1.0,0.0,13714.868,3222.5806,14038.402
914,0.0,25.0,16.0,0.0,0.0,0.0,0.0,13714.868,6042.3387,0.0
915,0.0,25.0,12.0,1.0,0.0,1.0,0.0,13714.868,8235.4839,17732.718999999997
916,0.0,23.0,12.0,0.0,0.0,0.0,0.0,13714.868,10741.935,15959.447
917,0.0,33.0,12.0,1.0,0.0,0.0,0.0,13714.868,11100.0,9605.2227
918,0.0,55.0,16.0,1.0,0.0,1.0,0.0,13714.868,11995.161,23531.318
919,0.0,47.0,12.0,1.0,0.0,1.0,0.0,13714.868,12433.79,14777.266000000001
920,0.0,20.0,12.0,1.0,0.0,1.0,0.0,13714.868,12532.258,8866.3594
921,0.0,26.0,12.0,1.0,0.0,1.0,0.0,13714.868,12532.258,11821.813
922,0.0,31.0,12.0,0.0,0.0,1.0,0.0,13714.868,12532.258,14777.266000000001
923,0.0,30.0,12.0,0.0,0.0,1.0,0.0,13714.868,12532.258,2563.8556
924,0.0,21.0,12.0,1.0,0.0,0.0,0.0,13714.868,13339.694,11651.874
925,0.0,28.0,17.0,0.0,0.0,1.0,0.0,13714.868,13427.419,6827.0968
926,0.0,24.0,12.0,0.0,0.0,1.0,0.0,13714.868,13427.419,17732.718999999997
927,0.0,28.0,12.0,0.0,0.0,1.0,0.0,13714.868,13606.452,19210.445
928,0.0,23.0,12.0,0.0,0.0,0.0,0.0,13714.868,14322.581,22165.898999999998
929,0.0,35.0,12.0,0.0,0.0,0.0,0.0,13714.868,15038.71,26599.077999999998
930,0.0,27.0,14.0,0.0,0.0,1.0,0.0,13714.868,15217.742,13447.312
931,0.0,23.0,12.0,0.0,0.0,1.0,0.0,13714.868,15754.839,24205.161
932,0.0,24.0,12.0,1.0,0.0,1.0,0.0,13714.868,16112.903,16254.992
933,0.0,24.0,12.0,0.0,0.0,1.0,0.0,13714.868,16112.903,16254.992
934,0.0,39.0,12.0,1.0,0.0,1.0,0.0,13714.868,17008.065,14629.493
935,0.0,33.0,12.0,0.0,0.0,1.0,0.0,13714.868,18082.258,26081.874
936,0.0,45.0,14.0,0.0,0.0,1.0,0.0,13714.868,19102.742,30145.622000000003
937,0.0,45.0,14.0,0.0,0.0,1.0,0.0,13714.868,19102.742,30145.622000000003
938,0.0,27.0,12.0,1.0,0.0,1.0,0.0,13714.868,19425.0,25860.215
939,0.0,45.0,17.0,0.0,0.0,1.0,0.0,13714.868,23095.161,6649.7696
940,0.0,23.0,16.0,0.0,0.0,0.0,0.0,13714.868,25601.612999999998,31623.349
941,0.0,26.0,17.0,0.0,0.0,1.0,0.0,13714.868,29540.322999999997,29554.531000000003
942,0.0,27.0,14.0,1.0,0.0,0.0,0.0,13812.831,17036.71,20688.172
943,0.0,21.0,14.0,0.0,0.0,1.0,0.0,13832.423999999999,8777.9516,591.09063
944,0.0,20.0,12.0,0.0,0.0,1.0,0.0,13902.957,14322.581,19653.763
945,0.0,29.0,12.0,0.0,0.0,1.0,0.0,13910.794,7161.2903,19210.445
946,0.0,22.0,12.0,0.0,1.0,1.0,0.0,13910.794,8611.4516,16218.048999999999
947,0.0,24.0,12.0,0.0,0.0,0.0,0.0,13910.794,13427.419,19210.445
948,0.0,27.0,12.0,0.0,0.0,1.0,0.0,13910.794,14859.677,15072.811000000002
949,0.0,23.0,12.0,0.0,0.0,1.0,0.0,14063.617,11100.0,14777.266000000001
950,0.0,24.0,16.0,0.0,0.0,1.0,0.0,14067.536,24706.452,37829.8
951,0.0,23.0,16.0,0.0,0.0,0.0,0.0,14106.721000000001,6266.129,2955.4531
952,0.0,33.0,14.0,0.0,0.0,1.0,0.0,14106.721000000001,14322.581,17732.718999999997
953,0.0,21.0,12.0,0.0,0.0,0.0,0.0,14106.721000000001,17903.226000000002,22165.898999999998
954,0.0,23.0,12.0,0.0,0.0,1.0,0.0,14106.721000000001,23453.226000000002,0.0
955,0.0,20.0,12.0,1.0,0.0,1.0,0.0,14322.24,17903.226000000002,14777.266000000001
956,0.0,24.0,12.0,0.0,0.0,1.0,0.0,14373.181,19693.548,7388.6329
957,0.0,29.0,12.0,1.0,0.0,1.0,0.0,14392.774,15396.774,14777.266000000001
958,0.0,34.0,12.0,0.0,0.0,1.0,0.0,14498.573999999999,14322.581,10048.541
959,0.0,44.0,12.0,0.0,0.0,1.0,0.0,14498.573999999999,14424.628999999999,14579.25
960,0.0,23.0,12.0,0.0,0.0,1.0,0.0,14498.573999999999,19335.484,19210.445
961,0.0,26.0,14.0,1.0,0.0,1.0,0.0,14506.411,17187.096999999998,21678.249
962,0.0,51.0,12.0,0.0,0.0,1.0,0.0,14533.841,19245.968,17732.718999999997
963,0.0,41.0,12.0,0.0,0.0,1.0,0.0,14684.705,23274.194,26599.077999999998
964,0.0,37.0,13.0,0.0,0.0,1.0,0.0,14694.501,8951.6129,17732.718999999997
965,0.0,26.0,16.0,0.0,0.0,1.0,0.0,14694.501,11637.097,20688.172
966,0.0,24.0,12.0,1.0,0.0,1.0,0.0,14694.501,11816.128999999999,11821.813
967,0.0,22.0,14.0,1.0,0.0,1.0,0.0,14694.501,12532.258,21397.481
968,0.0,27.0,12.0,1.0,0.0,1.0,0.0,14694.501,13427.419,14079.778999999999
969,0.0,23.0,13.0,0.0,0.0,1.0,0.0,14694.501,14322.581,20688.172
970,0.0,27.0,12.0,0.0,0.0,1.0,0.0,14694.501,14322.581,19210.445
971,0.0,28.0,12.0,1.0,0.0,1.0,0.0,14694.501,14859.677,19210.445
972,0.0,21.0,12.0,0.0,0.0,1.0,0.0,14694.501,15217.742,23643.625
973,0.0,28.0,12.0,0.0,0.0,1.0,0.0,14694.501,15933.871000000001,0.0
974,0.0,22.0,13.0,0.0,0.0,1.0,0.0,14694.501,16112.903,0.0
975,0.0,20.0,12.0,0.0,0.0,1.0,0.0,14694.501,16112.903,26599.077999999998
976,0.0,24.0,16.0,0.0,0.0,1.0,0.0,14694.501,16470.968,27337.942000000003
977,0.0,22.0,12.0,0.0,0.0,1.0,0.0,14694.501,16829.032,21870.353
978,0.0,27.0,12.0,0.0,1.0,1.0,0.0,14694.501,16829.032,37829.8
979,0.0,35.0,12.0,1.0,0.0,1.0,0.0,14694.501,17187.096999999998,21279.263
980,0.0,23.0,16.0,0.0,0.0,1.0,0.0,14694.501,19693.548,29554.531000000003
981,0.0,22.0,16.0,0.0,0.0,1.0,0.0,14694.501,19693.548,2955.4531
982,0.0,23.0,16.0,0.0,0.0,1.0,0.0,14694.501,23274.194,25121.352000000003
983,0.0,20.0,12.0,0.0,0.0,1.0,0.0,14694.501,26854.839,31032.257999999998
984,0.0,22.0,12.0,1.0,0.0,1.0,0.0,14790.505,14680.645,14038.402
985,0.0,24.0,12.0,0.0,0.0,1.0,0.0,14890.428,719.7096799999999,27963.02
986,0.0,26.0,12.0,0.0,0.0,1.0,0.0,14890.428,10741.935,0.0
987,0.0,42.0,12.0,1.0,0.0,1.0,0.0,14988.391000000001,11185.935,0.0
988,0.0,28.0,15.0,0.0,0.0,1.0,0.0,15082.436000000002,18619.355,13986.681999999999
989,0.0,24.0,13.0,0.0,0.0,1.0,0.0,15282.281,14322.581,32509.985
990,0.0,50.0,12.0,0.0,0.0,1.0,0.0,15282.281,14322.581,13151.767
991,0.0,50.0,12.0,0.0,0.0,1.0,0.0,15282.281,14322.581,13151.767
992,0.0,28.0,13.0,0.0,0.0,1.0,0.0,15282.281,14322.581,14038.402
993,0.0,25.0,12.0,0.0,0.0,1.0,0.0,15282.281,16112.903,25121.352000000003
994,0.0,31.0,12.0,1.0,0.0,0.0,0.0,15282.281,17903.226000000002,14777.266000000001
995,0.0,32.0,16.0,1.0,0.0,1.0,0.0,15282.281,19693.548,28076.805
996,0.0,22.0,12.0,0.0,0.0,1.0,0.0,15282.281,19693.548,21870.353
997,0.0,22.0,13.0,1.0,0.0,1.0,0.0,15403.756000000001,14320.79,18660.731
998,0.0,26.0,12.0,1.0,0.0,1.0,0.0,15411.593,8951.6129,11082.948999999999
999,0.0,22.0,12.0,0.0,0.0,1.0,0.0,15478.208,8951.6129,14186.175
1000,0.0,29.0,12.0,0.0,0.0,0.0,0.0,15478.208,14370.919,12615.351999999999
1001,0.0,53.0,17.0,0.0,0.0,1.0,0.0,15478.208,16399.355,15663.902
1002,0.0,25.0,12.0,0.0,0.0,1.0,0.0,15478.208,17724.194,31327.803
1003,0.0,26.0,12.0,1.0,0.0,1.0,0.0,15478.208,18175.355,19949.308999999997
1004,0.0,24.0,16.0,0.0,0.0,0.0,0.0,15587.927,19505.565,19210.445
1005,0.0,27.0,17.0,0.0,0.0,0.0,0.0,15674.133999999998,0.0,41376.344
1006,0.0,46.0,12.0,0.0,0.0,1.0,0.0,15674.133999999998,734.03226,20688.172
1007,0.0,25.0,12.0,1.0,0.0,1.0,0.0,15674.133999999998,3738.1935,10512.546999999999
1008,0.0,21.0,13.0,0.0,0.0,0.0,0.0,15674.133999999998,4946.6613,1733.3733
1009,0.0,37.0,12.0,0.0,0.0,1.0,0.0,15674.133999999998,8951.6129,28076.805
1010,0.0,37.0,12.0,0.0,0.0,1.0,0.0,15674.133999999998,8951.6129,28076.805
1011,0.0,28.0,15.0,1.0,0.0,1.0,0.0,15674.133999999998,9452.9032,31032.257999999998
1012,0.0,22.0,12.0,0.0,0.0,0.0,0.0,15674.133999999998,10741.935,28963.441000000003
1013,0.0,22.0,12.0,0.0,0.0,0.0,0.0,15674.133999999998,11637.097,20688.172
1014,0.0,27.0,12.0,0.0,0.0,1.0,0.0,15674.133999999998,12532.258,19210.445
1015,0.0,21.0,13.0,1.0,0.0,1.0,0.0,15674.133999999998,12532.258,25121.352000000003
1016,0.0,49.0,16.0,0.0,0.0,1.0,0.0,15674.133999999998,12890.323,17732.718999999997
1017,0.0,26.0,12.0,0.0,0.0,1.0,0.0,15674.133999999998,13427.419,0.0
1018,0.0,33.0,14.0,0.0,0.0,1.0,0.0,15674.133999999998,13427.419,13890.63
1019,0.0,28.0,15.0,0.0,0.0,1.0,0.0,15674.133999999998,13785.483999999999,15959.447
1020,0.0,29.0,17.0,0.0,0.0,1.0,0.0,15674.133999999998,14143.548,25860.215
1021,0.0,54.0,16.0,1.0,0.0,1.0,0.0,15674.133999999998,14322.581,11821.813
1022,0.0,25.0,14.0,0.0,1.0,1.0,0.0,15674.133999999998,14322.581,20702.949
1023,0.0,32.0,12.0,0.0,0.0,1.0,0.0,15674.133999999998,14322.581,13299.538999999999
1024,0.0,40.0,12.0,0.0,0.0,1.0,0.0,15674.133999999998,14322.581,16254.992
1025,0.0,40.0,12.0,0.0,0.0,1.0,0.0,15674.133999999998,14322.581,16254.992
1026,0.0,27.0,16.0,0.0,0.0,1.0,0.0,15674.133999999998,14322.581,22165.898999999998
1027,0.0,24.0,12.0,0.0,0.0,1.0,0.0,15674.133999999998,14680.645,17732.718999999997
1028,0.0,43.0,12.0,0.0,0.0,1.0,0.0,15674.133999999998,14680.645,13831.521
1029,0.0,25.0,16.0,0.0,0.0,1.0,0.0,15674.133999999998,15217.742,19062.673
1030,0.0,26.0,12.0,1.0,0.0,1.0,0.0,15674.133999999998,15217.742,15516.128999999999
1031,0.0,34.0,12.0,1.0,0.0,1.0,0.0,15674.133999999998,15754.839,17732.718999999997
1032,0.0,21.0,13.0,0.0,0.0,1.0,0.0,15674.133999999998,15933.871000000001,25121.352000000003
1033,0.0,21.0,12.0,1.0,0.0,1.0,0.0,15674.133999999998,16112.903,11821.813
1034,0.0,23.0,12.0,1.0,0.0,1.0,0.0,15674.133999999998,16202.419,19210.445
1035,0.0,26.0,12.0,0.0,0.0,1.0,0.0,15674.133999999998,16470.968,35022.12
1036,0.0,28.0,14.0,0.0,0.0,1.0,0.0,15674.133999999998,16757.418999999998,16254.992
1037,0.0,26.0,17.0,0.0,0.0,1.0,0.0,15674.133999999998,16829.032,19210.445
1038,0.0,20.0,14.0,0.0,0.0,0.0,0.0,15674.133999999998,17008.065,26599.077999999998
1039,0.0,26.0,12.0,1.0,0.0,1.0,0.0,15674.133999999998,17983.79,20688.172
1040,0.0,21.0,12.0,1.0,0.0,1.0,0.0,15674.133999999998,19693.548,19210.445
1041,0.0,41.0,12.0,0.0,0.0,1.0,0.0,15674.133999999998,19693.548,32509.985
1042,0.0,28.0,16.0,0.0,0.0,1.0,0.0,15674.133999999998,19693.548,28815.667999999998
1043,0.0,23.0,16.0,0.0,0.0,0.0,0.0,15674.133999999998,21483.871,26599.077999999998
1044,0.0,22.0,12.0,0.0,0.0,1.0,0.0,15674.133999999998,22916.129,31771.121
1045,0.0,27.0,14.0,0.0,1.0,0.0,0.0,15674.133999999998,23274.194,27337.942000000003
1046,0.0,26.0,16.0,0.0,0.0,1.0,0.0,15674.133999999998,23274.194,29554.531000000003
1047,0.0,54.0,12.0,0.0,0.0,1.0,0.0,15674.133999999998,25064.516,0.0
1048,0.0,54.0,12.0,0.0,0.0,1.0,0.0,15674.133999999998,25064.516,0.0
1049,0.0,54.0,12.0,1.0,0.0,0.0,0.0,15674.133999999998,25064.516,20688.172
1050,0.0,37.0,16.0,0.0,0.0,0.0,0.0,15674.133999999998,26854.839,29258.986
1051,0.0,32.0,13.0,0.0,0.0,1.0,0.0,15674.133999999998,30435.484,22018.126
1052,0.0,29.0,12.0,0.0,0.0,1.0,0.0,15678.053,17487.871,10196.313
1053,0.0,22.0,13.0,0.0,0.0,1.0,0.0,15870.061000000002,15826.452,35465.437999999995
1054,0.0,23.0,12.0,1.0,0.0,1.0,0.0,15870.061000000002,30435.484,27781.26
1055,0.0,36.0,12.0,0.0,0.0,1.0,0.0,15873.98,12727.403,17444.561999999998
1056,0.0,21.0,13.0,0.0,0.0,1.0,0.0,15960.187,21483.871,14777.266000000001
1057,0.0,21.0,12.0,0.0,0.0,1.0,0.0,15987.617,16291.935,14481.72
1058,0.0,26.0,12.0,1.0,0.0,1.0,0.0,15987.617,17903.226000000002,19505.991
1059,0.0,28.0,12.0,1.0,0.0,1.0,0.0,15987.617,19693.548,13299.538999999999
1060,0.0,43.0,12.0,0.0,0.0,1.0,0.0,15989.576000000001,14322.581,14777.266000000001
1061,0.0,27.0,12.0,1.0,0.0,1.0,0.0,16011.128,16112.903,20460.602
1062,0.0,36.0,17.0,0.0,0.0,0.0,0.0,16015.046999999999,30793.548,29584.086
1063,0.0,23.0,12.0,0.0,0.0,1.0,0.0,16065.988000000001,4833.871,25564.67
1064,0.0,31.0,12.0,0.0,0.0,1.0,0.0,16065.988000000001,15038.71,17732.718999999997
1065,0.0,25.0,14.0,0.0,0.0,1.0,0.0,16065.988000000001,15217.742,18471.582
1066,0.0,35.0,12.0,1.0,0.0,1.0,0.0,16065.988000000001,16086.048,19210.445
1067,0.0,23.0,16.0,0.0,0.0,1.0,0.0,16065.988000000001,16829.032,20688.172
1068,0.0,21.0,12.0,0.0,0.0,1.0,0.0,16065.988000000001,20588.71,28815.667999999998
1069,0.0,22.0,12.0,0.0,0.0,0.0,0.0,16230.566,9846.7742,2955.4531
1070,0.0,36.0,12.0,1.0,0.0,1.0,0.0,16261.913999999999,21304.839,22165.898999999998
1071,0.0,21.0,12.0,0.0,0.0,1.0,0.0,16306.978000000001,18529.839,11969.585
1072,0.0,28.0,12.0,0.0,0.0,1.0,0.0,16393.185,13298.516000000001,0.0
1073,0.0,24.0,12.0,0.0,1.0,1.0,0.0,16457.841,8951.6129,21870.353
1074,0.0,30.0,12.0,0.0,0.0,0.0,0.0,16457.841,14680.645,15146.697
1075,0.0,44.0,12.0,0.0,0.0,1.0,0.0,16457.841,16112.903,17289.401
1076,0.0,30.0,12.0,0.0,0.0,1.0,0.0,16457.841,16650.0,19949.308999999997
1077,0.0,34.0,12.0,0.0,0.0,1.0,0.0,16457.841,16829.032,20688.172
1078,0.0,26.0,16.0,0.0,0.0,1.0,0.0,16457.841,21483.871,40637.481
1079,0.0,23.0,16.0,0.0,0.0,1.0,0.0,16457.841,21483.871,18471.582
1080,0.0,20.0,12.0,0.0,0.0,0.0,0.0,16497.026,19604.032,19653.763
1081,0.0,26.0,13.0,0.0,0.0,0.0,0.0,16653.768,3580.6452,8866.3594
1082,0.0,21.0,12.0,1.0,0.0,1.0,0.0,16653.768,9846.7742,7388.6329
1083,0.0,25.0,12.0,0.0,0.0,1.0,0.0,16653.768,12181.355,17732.718999999997
1084,0.0,23.0,15.0,0.0,0.0,1.0,0.0,16653.768,13427.419,16993.856
1085,0.0,25.0,12.0,1.0,0.0,0.0,0.0,16653.768,14859.677,22904.762000000002
1086,0.0,28.0,16.0,0.0,0.0,1.0,0.0,16653.768,15396.774,17437.174
1087,0.0,38.0,14.0,0.0,0.0,1.0,0.0,16653.768,16112.903,19505.991
1088,0.0,29.0,17.0,0.0,0.0,1.0,0.0,16653.768,16112.903,17732.718999999997
1089,0.0,24.0,17.0,0.0,0.0,1.0,0.0,16653.768,16650.0,20688.172
1090,0.0,25.0,16.0,1.0,0.0,1.0,0.0,16653.768,17008.065,21870.353
1091,0.0,55.0,12.0,0.0,0.0,1.0,0.0,16653.768,17545.161,16254.992
1092,0.0,30.0,14.0,0.0,0.0,1.0,0.0,16653.768,17545.161,0.0
1093,0.0,21.0,12.0,0.0,0.0,0.0,0.0,16653.768,17903.226000000002,19210.445
1094,0.0,26.0,12.0,0.0,0.0,1.0,0.0,16653.768,17903.226000000002,17732.718999999997
1095,0.0,34.0,12.0,0.0,0.0,1.0,0.0,16653.768,19532.418999999998,16254.992
1096,0.0,22.0,12.0,0.0,0.0,1.0,0.0,16653.768,19693.548,26007.987999999998
1097,0.0,22.0,16.0,0.0,0.0,0.0,0.0,16653.768,22737.097,37682.028
1098,0.0,27.0,15.0,0.0,0.0,0.0,0.0,16653.768,23274.194,23643.625
1099,0.0,26.0,12.0,0.0,0.0,0.0,0.0,16653.768,23274.194,2955.4531
1100,0.0,26.0,16.0,0.0,0.0,1.0,0.0,16653.768,24706.452,29554.531000000003
1101,0.0,24.0,14.0,1.0,0.0,1.0,0.0,16653.768,28466.129,40637.481
1102,0.0,26.0,14.0,1.0,0.0,0.0,0.0,16667.483,21483.871,28815.667999999998
1103,0.0,23.0,12.0,1.0,0.0,1.0,0.0,16708.627,10491.29,7565.9601
1104,0.0,28.0,14.0,0.0,0.0,0.0,0.0,16849.695,12174.194,1921.0445
1105,0.0,21.0,12.0,0.0,0.0,1.0,0.0,16849.695,15396.774,0.0
1106,0.0,30.0,12.0,0.0,0.0,1.0,0.0,16849.695,17366.129,18978.442
1107,0.0,24.0,12.0,0.0,0.0,1.0,0.0,16849.695,18619.355,25121.352000000003
1108,0.0,51.0,12.0,0.0,0.0,1.0,0.0,16849.695,19693.548,17732.718999999997
1109,0.0,21.0,14.0,0.0,0.0,0.0,0.0,16849.695,19693.548,35465.437999999995
1110,0.0,22.0,14.0,1.0,0.0,1.0,0.0,16849.695,21125.806,24086.943
